Reference,Ophiolite,Location/Unit,Sample,Lat,Lon,Lithotype,Material,Kind,Age_FromRef,Orogen,Ocean,Segment,Stage,Sm,Nd,Sm/Nd,147Sm/144Nd,143Nd/144Nd,2s_Nd,143Nd/144Nd_i,eNd_i,Rb,Sr,87Rb/86Sr,87Sr/86Sr,2s_Sr,87Sr/86Sr_i,Pb,Th,U,232Th/208Pb,238U/206Pb,235U/207Pb,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,206Pb/204Pb_i,207Pb/204Pb_i,208Pb/204Pb_i,208Pb*/206Pb*,Lu,Hf,176Lu/177Hf,176Hf/177Hf,2s_Hf,176Hf/177Hf_i,eHf_i
Yang et al. 2018,Guanzizhen-Wushan,,T14-20,,,Basalt,,SSZ,450,QQK,Qilian-Shangdan,Qinling,Syn-Godwana and Pre-Pangea,2.28,5.65,,0.2558,0.513141,,0.512387,6.4,1.3,60.32,0.0606,0.706772,,0.70638,,,,,,,,,,,,,,,,,,,,
Yang et al. 2018,Guanzizhen-Wushan,,T14-24,,,Basalt,,SSZ,450,QQK,Qilian-Shangdan,Qinling,Syn-Godwana and Pre-Pangea,1.85,4.35,,0.2697,0.513193,,0.512398,6.6,3.05,119.4,0.0722,0.706679,,0.70622,,,,,,,,,,,,,,,,,,,,
Yang et al. 2018,Guanzizhen-Wushan,,T14-21,,,Basalt,,SSZ,450,QQK,Qilian-Shangdan,Qinling,Syn-Godwana and Pre-Pangea,2.47,6.06,,0.2583,0.51315,,0.512388,6.4,0.81,95.06,0.0241,0.706046,,0.70589,,,,,,,,,,,,,,,,,,,,
Yang et al. 2018,Guanzizhen-Wushan,,T14-30,,,Basalt,,SSZ,450,QQK,Qilian-Shangdan,Qinling,Syn-Godwana and Pre-Pangea,1.79,4.29,,0.2644,0.513147,,0.512368,6,0.51,56.6,0.0256,0.706381,,0.70622,,,,,,,,,,,,,,,,,,,,
Yang et al. 2018,Guanzizhen-Wushan,,T14-31,,,Basalt,,SSZ,450,QQK,Qilian-Shangdan,Qinling,Syn-Godwana and Pre-Pangea,1.6,3.79,,0.2684,0.513175,,0.512384,6.4,0.53,105.46,0.0143,0.705909,,0.70582,,,,,,,,,,,,,,,,,,,,
"Thirwall and Bluck, 1984",Ballantrae,Pinbain,PB2,,,Basalt,WR,OIB,468,Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.2464,0.24161,0.512834,,,6.6,2.6,397,0.018946735,0.70311,,,,,,,,,,,,,,,,,,,,,,
"Thirwall and Bluck, 1984",Ballantrae,Pinbain,PB3,,,Basalt,WR,OIB,468,Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,,,,,,2.2,428,0.014870566,0.70304,,,,,,,,,,,,,,,,,,,,,,
"Thirwall and Bluck, 1984",Ballantrae,Pinbain,PO3,,,Basalt,WR,OIB,468,Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.2042,0.241566,0.512715,,,5.9,7.3,317,0.0666432,0.70642,,,,,,,,,,,,,,,,,,,,,,
"Thirwall and Bluck, 1984",Ballantrae,Pinbain,PO5,,,Basalt,WR,OIB,468,Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.3011,0.241584,0.51295,,,6.8,5.6,209,0.077528942,0.70477,,,,,,,,,,,,,,,,,,,,,,
"Thirwall and Bluck, 1984",Ballantrae,Bennane Head,BH1,,,Basalt,WR,OIB,468,Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.2417,0.241606,0.512788,,,5.9,14.9,455,0.094753784,0.70476,,,,,,,,,,,,,,,,,,,,,,
"Thirwall and Bluck, 1984",Ballantrae,Downan Point,DP1,,,Basalt,WR,OIB,468,Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.249,0.241574,0.512789,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thirwall and Bluck, 1984",Ballantrae,Downan Point,DP1-Cpx,,,Basalt,Cpx,OIB,468,Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.3612,0.241577,0.513005,,,,,30.8,,0.70283,,,,,,,,,,,,,,,,,,,,,,
Draut et al. 2009,Tyrone Plutonic Group,Carrickmore Quarry,TY07050101,51.885328,-10.020996,Diabase,WR,SSZ,470,Caledonides,Iapetus,Notre Dame-Tyrone-Midland,Syn-Godwana and Pre-Pangea,1.44,3.37,,,0.513131,,,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,
Draut et al. 2009,Tyrone Plutonic Group,Carrickmore Quarry,TY07050103,51.885328,-10.020996,Gabbro,WR,SSZ,470,Caledonides,Iapetus,Notre Dame-Tyrone-Midland,Syn-Godwana and Pre-Pangea,0.8,1.91,,,0.513196,,,7.49,,,,,,,,,,,,,,,,,,,,,,,,,,
Draut et al. 2009,Tyrone Plutonic Group,The Scalp,TY07050110,51.90552,-9.972781,Gabbro,WR,SSZ,470,Caledonides,Iapetus,Notre Dame-Tyrone-Midland,Syn-Godwana and Pre-Pangea,1.95,4.47,,,0.513074,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollis et al. 2013,Tyrone Plutonic Group,Carrickmore Quarry,9/83-1A ,,,Dolerite,WR,SSZ,470,Appalachian,Iapetus,Notre Dame-Tyrone-Midland,Syn-Godwana and Pre-Pangea,,,,0.2257,0.513001,4,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollis et al. 2013,Tyrone Plutonic Group,Carrickmore Quarry,9/83-1B ,,,Dolerite,WR,SSZ,470,Appalachian,Iapetus,Notre Dame-Tyrone-Midland,Syn-Godwana and Pre-Pangea,,,,0.2268,0.513006,4,,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollis et al. 2013,Tyrone Plutonic Group,Scalp,9/83-3,,,Gabbro,WR,SSZ,470,Appalachian,Iapetus,Notre Dame-Tyrone-Midland,Syn-Godwana and Pre-Pangea,,,,0.191,0.512934,4,,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,
Zagorevski et al. 2006,Annieopsquotch,Star Brook Suite,VL01A057,,,Basalt,WR,SSZ,473,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,4.48,12.17,,0.2226,0.513173,,0.5125,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Robert’s Arm,,85ss395,,,Basalt,WR,MOR,475,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.2232,0.51311,,0.512408,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Robert’s Arm,,85ss383,,,Basalt,WR,MOR,475,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.2611,0.513252,,0.512431,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Robert’s Arm,,85ss052,,,Basalt,WR,SSZ,475,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.1842,0.512899,,0.51232,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Robert’s Arm,,85ss0529,,,Basalt,WR,SSZ,475,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.2445,0.513178,,0.512409,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Tommy's Arm River Terrane,,Ra0044b,,,Basalt,WR,OIB,475,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.1246,0.512743,,0.512351,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thirwall and Bluck, 1984",Ballantrae,Games Loop,GL1,,,Basalt,WR,SSZ,476,Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.4569,,0.513264,,,7,5.4,272,0.057459091,0.7074,,,,,,,,,,,,,,,,,,,,,,
"Thirwall and Bluck, 1984",Ballantrae,Games Loop,GL2,,,Basalt,WR,SSZ,476,Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.4278,,0.513218,,,7.2,5.5,279,0.057053709,0.7072,,,,,,,,,,,,,,,,,,,,,,
"Thirwall and Bluck, 1984",Ballantrae,Games Loop,GL2-cpx,,,Basalt,Cpx,SSZ,476,Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.7208,0.24157,0.51374,,,,,2.8,,0.70348,,,,,,,,,,,,,,,,,,,,,,
"Thirwall and Bluck, 1984",Ballantrae,Games Loop,GL3,,,Basalt,WR,SSZ,476,Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.3959,0.241573,0.513184,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thirwall and Bluck, 1984",Ballantrae,Games Loop,GL3-cpx,,,Basalt,Cpx,SSZ,476,Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.6457,0.241573,0.513655,,,,0.043,4.5,0.027646991,0.70406,,,,,,,,,,,,,,,,,,,,,,
"Thirwall and Bluck, 1984",Ballantrae,Games Loop,GL3-pl,,,Basalt,Plagioclase,SSZ,476,Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.3718,,0.51311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chew et al. 2007,Deerpark Complex,,DC-08/01/26,,,Metadolerite,WR,SSZ,480,Caledonides,Iapetus,,Syn-Godwana and Pre-Pangea,2.41,5.83,,0.2495,0.513132,7,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,
Chew et al. 2007,Deerpark Complex,,DP-11,,,Metadolerite,WR,SSZ,480,Caledonides,Iapetus,,Syn-Godwana and Pre-Pangea,2.01,4.96,,0.245,0.513091,6,,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedersen and Hertogen, 1990",Karmoy,KAS.PLUT.,87PL14,,,Gabbro,WR,SSZ,480,Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.454,0.2766,0.513224,,,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedersen and Hertogen, 1990",Karmoy,KAS.PLUT.,87PL15,,,Gabbro,WR,SSZ,480,Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.468,0.2849,0.513251,,,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedersen and Hertogen, 1990",Karmoy,KAS.PLUT.,87PL5,,,Gabbro,WR,SSZ,480,Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.412,0.2509,0.51315,,,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedersen and Hertogen, 1990",Karmoy,KAS.PLUT.,87PL2,,,Gabbro,WR,SSZ,480,Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.45,0.2739,0.513224,,,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedersen and Hertogen, 1990",Karmoy,KAS.PLUT.,87PL4,,,Gabbro,WR,SSZ,480,Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.454,0.2764,0.513244,,,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedersen and Hertogen, 1990",Karmoy,"KAS.PLUT,",87PL1,,,Gabbro,WR,SSZ,480,Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.418,0.2545,0.513176,,,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedersen and Hertogen, 1990",Karmoy,"KAS.PLUT,",87PL9,,,Gabbro,WR,SSZ,480,Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.394,0.2399,0.513139,,,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedersen and Hertogen, 1990",Karmoy,DS-IA,86Cll,,,Dolerite dyke,WR,SSZ,480,Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.439,0.2673,0.513171,,,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedersen and Hertogen, 1990",Karmoy,DS-IB,82DN10,,,Dolerite dyke,WR,SSZ,480,Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.367,0.2238,0.513048,,,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedersen and Hertogen, 1990",Karmoy,DS-1B,82DN21,,,Dolerite dyke,WR,SSZ,480,Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.37,0.2253,0.513057,,,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedersen and Hertogen, 1990",Karmoy,DS-1B,82DN4,,,Dolerite dyke,WR,SSZ,480,Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.403,0.2454,0.513124,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedersen and Hertogen, 1990",Karmoy,DS-1B,87DN3,,,Dolerite dyke,WR,SSZ,480,Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.38,0.2314,0.513113,,,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedersen and Hertogen, 1990",Karmoy,DS-1C,82DN25,,,Dolerite dyke,WR,SSZ,480,Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.456,0.2776,0.513213,,,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedersen and Hertogen, 1990",Karmoy,DS-1C,85DN34,,,Dolerite dyke,WR,SSZ,480,Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.453,0.2757,0.513225,,,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Annieopsquotch,,Ac-11,,,Basalt,WR,SSZ,480,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.2384,0.513162,,0.51241,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Annieopsquotch,,Ac-14,,,Basalt,WR,SSZ,480,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.2511,0.513263,,0.51247,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Annieopsquotch,,Ac-7,,,Basalt,WR,SSZ,480,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.2683,0.513293,,0.51245,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Catchers Pond,,CP 1-8A,,,Basalt,WR,OIB,480,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.1796,0.512886,,0.512321,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Pacquet Hbr.,,Ph-4,,,Basalt,WR,MOR,480,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.172,0.512846,,0.512305,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Skidder,,Sk3088,,,Basalt,WR,SSZ,480,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.1924,0.51289,,0.512285,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Snooks Arm,,VB-3,,,Basalt,WR,MOR,480,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.1736,0.512902,,0.512356,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Western Arm,,WA-13,,,Basalt,WR,SSZ,480,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.1829,0.512774,,0.512199,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Western Arm,,WA-16,,,Basalt,WR,OIB,480,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.1741,0.512822,,0.512275,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,94056,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,2.46,7.19,,0.20413,0.512964,11,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,94013,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,2.56,7.12,,0.21906,0.513001,12,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,94045,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,2.11,5.94,,0.21937,0.513002,62,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,96055,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,3.62,10.55,,0.21163,0.512863,8,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,96058,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,2.15,5.43,,0.24376,0.512919,6,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,94gck04,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,1.59,4.12,,0.23063,0.513008,13,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,94009,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,1.25,3.08,,0.24296,0.513051,14,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,94038,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,0.7,1.8,,0.23328,0.513068,10,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,94042,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,4.37,12.66,,0.20585,0.512976,9,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,95153,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,1.39,3.17,,0.27017,0.51318,51,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,95154,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,1.42,3.48,,0.25164,0.513101,9,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,96009,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,0.78,1.59,,0.30341,0.513109,16,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,94gck03,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,0.56,1.35,,0.24861,0.513107,18,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,94041,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,0.58,1.01,,0.34161,0.513061,11,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,94014,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,0.79,2.38,,0.19909,0.513075,24,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,94044,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,0.6,1.38,,0.26944,0.513141,260,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,95112,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,0.37,0.53,,0.4243,0.513753,24,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,95149,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,0.81,2.07,,0.24088,0.513054,11,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacLachlan and Dunning, 1998",Wild Bight Group,,96054,,,Basalt,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,0.44,0.68,,0.39772,0.513626,84,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1990,Wild Bight Group,Big Lewis Lake,2140509,,,Alkali basalt,WR,OIB,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.127,0.51266,36,0.51227,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1990,Wild Bight Group,Seal Bay Head,2140483,,,Alkali basalt,WR,OIB,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.141,0.512748,15,0.51232,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1990,Wild Bight Group,Side Harbour,2140763,,,Alkali basalt,WR,OIB,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.127,0.512691,15,0.5123,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1990,Wild Bight Group,Intrusive,2140454,,,Alkali basalt,WR,OIB,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.139,0.512707,24,0.51229,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1990,Wild Bight Group,New Bay,2140497,,,,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.162,0.512812,17,0.51232,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1990,Wild Bight Group,Side Hbr.,2140546,,,,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.141,0.512824,15,0.5124,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1990,Wild Bight Group,Side Hbr.,2140549,,,,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.149,0.512739,15,0.51228,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1990,Wild Bight Group,Side Hbr.,2140762,,,,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.152,0.512822,15,0.51236,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1990,Wild Bight Group,Northern Arm,2140773,,,,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.143,0.512702,15,0.51227,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1990,Wild Bight Group,Intrusive,2140481,,,,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.155,0.51208,24,0.51234,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1990,Wild Bight Group,Intrusive,2140502,,,,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.132,0.512723,15,0.51232,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1990,Wild Bight Group,Badger Bay,2140503,,,,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.184,0.512981,28,0.51242,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1990,Wild Bight Group,Badger Bay,2140506,,,,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.157,0.512814,15,0.51234,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1990,Wild Bight Group,Big Lewis Lake,2140511,,,,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.18,0.512901,35,0.51235,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1990,Wild Bight Group,Intrusive,2140491,,,,WR,SSZ,485,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.151,0.512759,15,0.5123,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Draut et al. 2004,Bohaun and Lough Nafooey,"Bencorragh Fm., Lough Nafooey Gp.",LN-92-7,,,Basaltic lava,WR,SSZ,487.8,Caledonides,Iapetus,Notre Dame-Tyrone-Midland,Syn-Godwana and Pre-Pangea,2.6,6.6,,0.24,0.513133,,0.51238,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Betts Cove,,BC-5,,,Basalt,WR,MOR,489,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.1898,0.512951,,0.512354,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Betts Cove,,BC-10,,,Basalt,WR,MOR,489,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.2063,0.513081,,0.512432,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Betts Cove,,BC-1,,,Basalt,WR,SSZ,489,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.2064,0.512938,,0.512289,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinden et al. 1997,Betts Cove,,BC-3,,,Basalt,WR,SSZ,489,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.2364,0.513135,,0.512392,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jenner and Swinden, 1993",Pipestone Pond Complex,,353,,,,WR,SSZ,494,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.22036,0.513089,,0.51238,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jenner and Swinden, 1993",Pipestone Pond Complex,,367,,,,WR,SSZ,494,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.2172,0.512921,,0.51222,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jenner and Swinden, 1993",Pipestone Pond Complex,,370,,,,WR,SSZ,494,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.3118,0.513099,,0.51209,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jenner and Swinden, 1993",Pipestone Pond Complex,,375,,,,WR,SSZ,494,Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,0.21181,0.512868,,0.51218,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Draut et al. 2004,Bohaun and Lough Nafooey,Bohaun Volcanic Group,BV-00-1,,,Basaltic lava,WR,SSZ,495,Caledonides,Iapetus,Notre Dame-Tyrone-Midland,Syn-Godwana and Pre-Pangea,0.4,1.5,,0.16,0.512923,,0.51246,7.79,4.6,67.9,,0.70861,,0.70843,,,,,,,,,,,,,,,,,,,,
